ID,TIME,obs,obsid
49,7,-0.598874,yG5
49,8,0.168904,yG5
49,9,0.0771756,yG5
49,10,0.486528,yG5
49,11,0.103306,yG5
49,12,0.303622,yG5
49,13,-0.155641,yG5
49,14,0.19565,yG5
49,15,-0.191878,yG5
49,16,0.118886,yG5
49,17,-0.0849814,yG5
49,18,0.0873067,yG5
49,19,-0.00276347,yG5
49,20,0.134104,yG5
49,21,0.0328648,yG5
50,0,3.02993,yAB
50,7,3.99251,yAB
50,21,4.13805,yAB
50,123,2.32209,yAB
50,180,1.75205,yAB
50,300,-0.303749,yAB
50,1,0.688078,yG1
50,2,0.148865,yG1
50,3,0.483101,yG1
50,4,-0.296408,yG1
50,5,-0.0414618,yG1
50,6,0.0721422,yG1
50,7,0.340605,yG1
50,8,-0.24981,yG1
50,9,0.209058,yG1
50,10,0.319841,yG1
50,11,0.14983,yG1
50,12,-0.371069,yG1
50,13,0.177046,yG1
50,14,0.373013,yG1
50,15,-0.0204317,yG1
50,16,0.0373051,yG1
50,17,0.474923,yG1
50,18,0.148331,yG1
50,19,-0.32388,yG1
50,20,-0.0237096,yG1
50,21,-0.0415902,yG1
50,1,-0.485118,yG2
50,2,0.366205,yG2
50,3,0.00250814,yG2
50,4,0.304822,yG2
50,5,0.271163,yG2
50,6,-0.0513012,yG2
50,7,0.333253,yG2
50,8,0.142452,yG2
50,9,0.562097,yG2
50,10,0.182646,yG2
50,11,0.498269,yG2
50,12,0.00160429,yG2
50,13,-0.430957,yG2
50,14,0.0213158,yG2
50,15,0.268319,yG2
50,16,0.310292,yG2
50,17,0.352778,yG2
50,18,0.379817,yG2
50,19,0.188669,yG2
50,20,-0.199394,yG2
50,21,-0.322996,yG2
50,1,-0.143248,yG3
50,2,-0.215404,yG3
50,3,0.385781,yG3
50,4,0.0209537,yG3
50,5,0.370629,yG3
50,6,-0.497758,yG3
50,7,0.113863,yG3
50,8,0.514788,yG3
50,9,0.130583,yG3
50,10,-0.0683454,yG3
50,11,0.24073,yG3
50,12,0.415888,yG3
50,13,0.0925043,yG3
50,14,-0.344791,yG3
50,15,-0.179177,yG3
50,16,0.136442,yG3
50,17,0.0694729,yG3
50,18,-0.304382,yG3
50,19,-0.0614312,yG3
50,20,0.0344918,yG3
50,21,0.16535,yG3
50,1,0.210274,yG4
50,2,-0.244346,yG4
50,3,-0.169375,yG4
50,4,0.129582,yG4
50,5,-0.301449,yG4
50,6,0.107716,yG4
50,7,0.136343,yG4
50,8,-0.127008,yG4
50,9,-0.793068,yG4
50,10,0.388521,yG4
50,11,-0.456436,yG4
50,12,-0.231654,yG4
50,13,0.214938,yG4
50,14,-0.4899,yG4
50,15,0.413804,yG4
50,16,0.224971,yG4
50,17,0.582886,yG4
50,18,0.238958,yG4
50,19,0.155454,yG4
50,20,0.202836,yG4
50,21,-0.0112626,yG4
50,1,0.348113,yG5
50,2,0.0325352,yG5
50,3,0.400181,yG5
50,4,-0.0442026,yG5
50,5,-0.459678,yG5
50,6,-0.545984,yG5
50,7,0.182736,yG5
50,8,-0.582092,yG5
50,9,-0.000105486,yG5
50,10,0.350919,yG5
50,11,0.335258,yG5
50,12,-0.239336,yG5
50,13,0.387363,yG5
50,14,-0.675283,yG5
50,15,-0.410443,yG5
50,16,-0.147045,yG5
50,17,-0.317634,yG5
50,18,0.273082,yG5
50,19,-0.486373,yG5
50,20,0.413708,yG5
50,21,0.277971,yG5
51,0,3.17599,yAB
51,7,4.31553,yAB
51,21,4.22427,yAB
51,123,3.14256,yAB
51,180,2.19486,yAB
51,300,0.829912,yAB
51,1,0.372786,yG1
51,2,0.365785,yG1
51,3,0.049542,yG1
51,4,0.524901,yG1
51,5,0.510797,yG1
51,6,0.595197,yG1
51,7,-0.111256,yG1
51,8,0.417314,yG1
51,9,-0.0656866,yG1
51,10,0.315446,yG1
51,11,0.334283,yG1
51,12,0.0149358,yG1
51,13,0.116628,yG1
51,14,0.0192448,yG1
51,15,0.181064,yG1
51,16,-0.0183427,yG1
51,17,-0.084881,yG1
51,18,0.387289,yG1
51,19,0.504465,yG1
51,20,-0.106702,yG1
51,21,0.192732,yG1
51,1,0.259664,yG2
51,2,-0.352551,yG2
51,3,0.941835,yG2
51,4,-0.192253,yG2
51,5,-0.306226,yG2
51,6,-0.0368407,yG2
51,7,0.331266,yG2
51,8,-0.0879897,yG2
51,9,-0.0770666,yG2
51,10,-0.097177,yG2
51,11,-0.103599,yG2
51,12,-0.16165,yG2
51,13,0.484946,yG2
51,14,0.0162974,yG2
51,15,-0.396819,yG2
51,16,0.0172164,yG2
51,17,-0.767041,yG2
51,18,0.571716,yG2
51,19,0.829086,yG2
51,20,-0.594425,yG2
51,21,-0.150673,yG2
51,1,0.184991,yG3
51,2,-0.408296,yG3
51,3,-0.167847,yG3
51,4,0.189257,yG3
51,5,0.147588,yG3
51,6,0.283068,yG3
51,7,-0.482337,yG3
51,8,-0.174057,yG3
51,9,-0.0692895,yG3
51,10,0.513966,yG3
51,11,-0.176654,yG3
51,12,-0.18857,yG3
51,13,-0.347431,yG3
51,14,-0.236096,yG3
51,15,-0.0608884,yG3
51,16,1.14634,yG3
51,17,0.295238,yG3
51,18,0.456266,yG3
51,19,0.52048,yG3
51,20,-0.0154131,yG3
51,21,-0.0185898,yG3
51,1,0.450754,yG4
51,2,-0.0637405,yG4
51,3,-0.029061,yG4
51,4,0.839606,yG4
51,5,0.468367,yG4
51,6,-0.506974,yG4
51,7,-0.38151,yG4
51,8,-0.376711,yG4
51,9,0.185541,yG4
51,10,0.216211,yG4
51,11,0.325381,yG4
51,12,0.431752,yG4
51,13,-0.0466388,yG4
51,14,0.179104,yG4
51,15,0.110287,yG4
51,16,-0.439229,yG4
51,17,-0.0407148,yG4
51,18,0.655892,yG4
51,19,-0.213661,yG4
51,20,-0.905429,yG4
51,21,0.375056,yG4
51,1,0.119516,yG5
51,2,-0.528057,yG5
51,3,0.326776,yG5
51,4,-0.593072,yG5
51,5,-0.186653,yG5
51,6,0.487047,yG5
51,7,0.0649363,yG5
51,8,-0.316485,yG5
51,9,-0.319876,yG5
51,10,0.711013,yG5
51,11,0.468845,yG5
51,12,-0.186001,yG5
51,13,0.289713,yG5
51,14,-0.0603709,yG5
51,15,-0.110635,yG5
51,16,-0.0250045,yG5
51,17,-0.0155754,yG5
51,18,0.52456,yG5
51,19,0.428064,yG5
51,20,0.485173,yG5
51,21,0.136889,yG5
52,0,3.19063,yAB
52,7,4.51394,yAB
52,21,4.05833,yAB
52,123,2.86715,yAB
52,180,2.55482,yAB
52,300,1.11161,yAB
52,1,-0.102801,yG1
52,2,0.284757,yG1
52,3,0.437978,yG1
52,4,0.294004,yG1
52,5,0.144151,yG1
52,6,0.394887,yG1
52,7,-0.286578,yG1
52,8,0.503273,yG1
52,9,0.206552,yG1
52,10,-0.51516,yG1
52,11,0.0409253,yG1
52,12,-0.264352,yG1
52,13,0.578303,yG1
52,14,-0.0904656,yG1
52,15,0.564753,yG1
52,16,0.454982,yG1
52,17,-0.252253,yG1
52,18,0.148401,yG1
52,19,-0.305227,yG1
52,20,-0.165697,yG1
52,21,0.214669,yG1
52,1,-0.099451,yG2
52,2,0.171784,yG2
52,3,-0.209105,yG2
52,4,0.614816,yG2
52,5,0.00743738,yG2
52,6,0.200361,yG2
52,7,0.874471,yG2
52,8,-0.450817,yG2
52,9,0.977563,yG2
52,10,0.0440767,yG2
52,11,-0.299208,yG2
52,12,-0.191846,yG2
52,13,0.109902,yG2
52,14,-0.0735035,yG2
52,15,-0.256392,yG2
52,16,-0.0764544,yG2
52,17,0.0433691,yG2
52,18,-0.252652,yG2
52,19,0.386992,yG2
52,20,0.213681,yG2
52,21,0.352589,yG2
52,1,0.644627,yG3
52,2,0.783752,yG3
52,3,0.270462,yG3
52,4,-0.122865,yG3
52,5,-0.155469,yG3
52,6,-0.151199,yG3
52,7,-0.175164,yG3
52,8,0.796591,yG3
52,9,-0.126993,yG3
52,10,0.0476677,yG3
52,11,-0.411857,yG3
52,12,0.147604,yG3
52,13,0.00652183,yG3
52,14,0.0171363,yG3
52,15,-0.549233,yG3
52,16,0.466962,yG3
52,17,-0.542036,yG3
52,18,0.609439,yG3
52,19,0.14147,yG3
52,20,-0.624708,yG3
52,21,-0.0585689,yG3
52,1,0.0514138,yG4
52,2,-0.967204,yG4
52,3,0.335798,yG4
52,4,0.00981132,yG4
52,5,-0.140493,yG4
52,6,0.136172,yG4
52,7,0.139964,yG4
52,8,0.565719,yG4
52,9,-0.464353,yG4
52,10,-0.428037,yG4
52,11,0.200925,yG4
52,12,0.268376,yG4
52,13,0.214149,yG4
52,14,-0.411078,yG4
52,15,0.872012,yG4
52,16,0.103577,yG4
52,17,-0.447665,yG4
52,18,-0.437435,yG4
52,19,-0.041344,yG4
52,20,-0.260877,yG4
52,21,0.0968742,yG4
52,1,0.0399186,yG5
52,2,0.20821,yG5
52,3,0.232943,yG5
52,4,0.281107,yG5
52,5,0.162666,yG5
52,6,-0.108357,yG5
52,7,0.0757501,yG5
52,8,-0.299853,yG5
52,9,-0.221908,yG5
52,10,-0.358284,yG5
52,11,0.35042,yG5
52,12,0.0631947,yG5
52,13,-0.555273,yG5
52,14,0.351675,yG5
52,15,-0.0186011,yG5
52,16,-0.583528,yG5
52,17,-0.0594381,yG5
52,18,-0.0699091,yG5
52,19,-0.092269,yG5
52,20,-0.291055,yG5
52,21,0.100418,yG5
53,0,3.03722,yAB
53,7,4.23547,yAB
53,21,4.48985,yAB
53,123,3.33158,yAB
53,180,2.95437,yAB
53,300,1.42353,yAB
53,1,0.4041,yG1
53,2,0.244775,yG1
53,3,0.131476,yG1
53,4,0.191734,yG1
53,5,-0.0269196,yG1
53,6,-0.377014,yG1
53,7,0.215021,yG1
53,8,-0.206111,yG1
53,9,0.370049,yG1
53,10,0.0291799,yG1
53,11,-0.0394131,yG1
53,12,-0.0122149,yG1
53,13,0.0426891,yG1
53,14,0.192384,yG1
53,15,0.185657,yG1
53,16,-0.163109,yG1
53,17,0.15782,yG1
53,18,0.204086,yG1
53,19,-0.303906,yG1
53,20,-0.275546,yG1
53,21,-0.381548,yG1
53,1,0.34552,yG2
53,2,-0.509013,yG2
53,3,0.0371049,yG2
53,4,0.678303,yG2
53,5,-0.00588374,yG2
53,6,0.0458159,yG2
53,7,0.497401,yG2
53,8,0.418976,yG2
53,9,-0.187535,yG2
53,10,0.0660194,yG2
53,11,-0.0876558,yG2
53,12,-0.107372,yG2
53,13,-0.176843,yG2
53,14,-0.00381662,yG2
53,15,-0.00910771,yG2
53,16,-0.228467,yG2
53,17,-0.622276,yG2
53,18,-0.29795,yG2
53,19,-0.366559,yG2
53,20,-0.344016,yG2
53,21,0.040073,yG2
53,1,0.364842,yG3
53,2,0.747884,yG3
53,3,-0.0297576,yG3
53,4,0.0787646,yG3
53,5,-0.287289,yG3
53,6,-0.149719,yG3
53,7,0.0856213,yG3
53,8,-0.57886,yG3
53,9,-0.122995,yG3
53,10,0.221569,yG3
53,11,0.426984,yG3
53,12,-0.0255486,yG3
53,13,0.285022,yG3
53,14,-0.0736207,yG3
53,15,0.287713,yG3
53,16,-0.430709,yG3
53,17,-0.988391,yG3
53,18,0.614954,yG3
53,19,-0.51312,yG3
53,20,-0.22188,yG3
53,21,0.325529,yG3
53,1,0.303499,yG4
53,2,-0.37791,yG4
53,3,0.540915,yG4
53,4,0.54932,yG4
53,5,0.167682,yG4
53,6,-0.556394,yG4
53,7,-0.322515,yG4
53,8,0.231366,yG4
53,9,-0.0162354,yG4
53,10,-0.149583,yG4
53,11,0.280886,yG4
53,12,-0.0253226,yG4
53,13,-0.191193,yG4
53,14,0.112066,yG4
53,15,0.67625,yG4
53,16,-0.317875,yG4
53,17,0.270978,yG4
53,18,-0.322826,yG4
53,19,0.825911,yG4
53,20,0.101194,yG4
53,21,0.1953,yG4
53,1,0.172922,yG5
53,2,-0.25766,yG5
53,3,-0.0601732,yG5
53,4,0.131561,yG5
53,5,0.0142284,yG5
53,6,0.222937,yG5
53,7,0.378016,yG5
53,8,-0.411408,yG5
53,9,0.19121,yG5
53,10,0.384367,yG5
53,11,0.0596761,yG5
53,12,-0.0152976,yG5
53,13,-0.0597706,yG5
53,14,-0.989933,yG5
53,15,-0.369687,yG5
53,16,-0.165452,yG5
53,17,0.143919,yG5
53,18,0.432883,yG5
53,19,-0.774169,yG5
53,20,0.0797515,yG5
53,21,-0.281565,yG5
54,0,2.86331,yAB
54,7,3.85777,yAB
54,21,3.76836,yAB
54,123,2.40545,yAB
54,180,1.90205,yAB
54,300,0.199937,yAB
54,1,-0.0754449,yG1
54,2,0.269631,yG1
54,3,-0.137667,yG1
54,4,0.120087,yG1
54,5,0.646553,yG1
54,6,0.0988279,yG1
54,7,0.184879,yG1
54,8,0.280375,yG1
54,9,-0.550414,yG1
54,10,-0.209912,yG1
54,11,-0.24983,yG1
54,12,0.200414,yG1
54,13,-0.036936,yG1
54,14,-0.0466529,yG1
54,15,0.0583892,yG1
54,16,0.0354085,yG1
54,17,0.18535,yG1
54,18,-0.020992,yG1
54,19,0.230061,yG1
54,20,0.233854,yG1
54,21,0.0536741,yG1
54,1,0.10064,yG2
54,2,0.32717,yG2
54,3,0.292205,yG2
54,4,0.196453,yG2
54,5,0.200302,yG2
54,6,0.218246,yG2
54,7,-0.273142,yG2
54,8,0.302873,yG2
54,9,0.00454283,yG2
54,10,0.409951,yG2
54,11,0.438891,yG2
54,12,0.459135,yG2
54,13,-0.164756,yG2
54,14,-0.302216,yG2
54,15,0.395647,yG2
54,16,-0.400813,yG2
54,17,0.101342,yG2
54,18,-0.0318115,yG2
54,19,0.0630962,yG2
54,20,0.25273,yG2
54,21,-0.496252,yG2
54,1,0.124976,yG3
54,2,0.263822,yG3
54,3,-0.195417,yG3
54,4,-0.107268,yG3
54,5,0.179808,yG3
54,6,-0.486083,yG3
54,7,-0.309046,yG3
54,8,-0.581193,yG3
54,9,-0.44896,yG3
54,10,-0.342632,yG3
54,11,-0.274185,yG3
54,12,-0.0300712,yG3
54,13,0.232473,yG3
54,14,0.416444,yG3
54,15,-0.106107,yG3
54,16,0.569737,yG3
54,17,-0.620454,yG3
54,18,-0.242973,yG3
54,19,-0.337897,yG3
54,20,0.135723,yG3
54,21,0.28776,yG3
54,1,-0.541722,yG4
54,2,0.103096,yG4
54,3,-0.079045,yG4
54,4,0.0831624,yG4
54,5,-0.0156589,yG4
54,6,0.608783,yG4
54,7,0.342848,yG4
54,8,-0.350839,yG4
54,9,0.44753,yG4
54,10,-0.233965,yG4
54,11,-0.158958,yG4
54,12,-0.17781,yG4
54,13,-0.49755,yG4
54,14,-0.331455,yG4
54,15,0.466298,yG4
54,16,-0.0891324,yG4
54,17,-0.27003,yG4
54,18,0.571775,yG4
54,19,-0.120109,yG4
54,20,0.120278,yG4
54,21,0.401805,yG4
54,1,-0.471112,yG5
54,2,0.0482834,yG5
54,3,-0.268949,yG5
54,4,-0.123002,yG5
54,5,-0.412742,yG5
54,6,-0.0623038,yG5
54,7,0.294933,yG5
54,8,0.248719,yG5
54,9,-0.106205,yG5
54,10,-0.153539,yG5
54,11,-0.126099,yG5
54,12,-0.0385614,yG5
54,13,-0.34113,yG5
54,14,-0.362853,yG5
54,15,-0.183251,yG5
54,16,0.04077,yG5
54,17,0.983952,yG5
54,18,0.467498,yG5
54,19,-0.343769,yG5
54,20,-0.012144,yG5
54,21,-0.0104031,yG5
55,0,3.07383,yAB
55,7,3.99165,yAB
55,21,3.97158,yAB
55,123,2.43737,yAB
55,180,1.72926,yAB
55,300,0.0442229,yAB
55,1,0.737052,yG1
55,2,0.190188,yG1
55,3,0.167507,yG1
55,4,0.0146747,yG1
55,5,0.207351,yG1
55,6,-0.0696217,yG1
55,7,-0.366918,yG1
55,8,0.263121,yG1
55,9,-0.26675,yG1
55,10,0.24537,yG1
55,11,0.140239,yG1
55,12,0.0710456,yG1
55,13,-0.22294,yG1
55,14,0.162726,yG1
55,15,0.186106,yG1
55,16,-0.416763,yG1
55,17,0.000342195,yG1
55,18,0.270781,yG1
55,19,-0.380415,yG1
55,20,0.205013,yG1
55,21,-0.235014,yG1
55,1,-0.188426,yG2
55,2,-0.0188372,yG2
55,3,0.200062,yG2
55,4,-0.215674,yG2
55,5,-0.0411367,yG2
55,6,0.177618,yG2
55,7,0.169066,yG2
55,8,0.420269,yG2
55,9,0.155605,yG2
55,10,-0.513671,yG2
55,11,-0.538154,yG2
55,12,0.179371,yG2
55,13,-0.733382,yG2
55,14,0.000644705,yG2
55,15,0.544032,yG2
55,16,-0.179424,yG2
55,17,0.441321,yG2
55,18,-0.332128,yG2
55,19,0.306699,yG2
55,20,0.113813,yG2
55,21,-0.416138,yG2
55,1,0.0616567,yG3
55,2,0.381141,yG3
55,3,0.644153,yG3
55,4,0.724454,yG3
55,5,0.563849,yG3
55,6,0.268804,yG3
55,7,-0.207489,yG3
55,8,-0.17902,yG3
55,9,0.988458,yG3
55,10,-1.04558,yG3
55,11,-0.474932,yG3
55,12,-0.216015,yG3
55,13,0.154391,yG3
55,14,0.0876426,yG3
55,15,0.243639,yG3
55,16,-0.996184,yG3
55,17,0.137763,yG3
55,18,-0.586163,yG3
55,19,-0.421895,yG3
55,20,0.873919,yG3
55,21,0.00108219,yG3
55,1,-0.209427,yG4
55,2,-0.238331,yG4
55,3,-0.0905365,yG4
55,4,-0.167394,yG4
55,5,0.333596,yG4
55,6,0.47298,yG4
55,7,0.275667,yG4
55,8,-0.0884851,yG4
55,9,-0.308181,yG4
55,10,0.0772422,yG4
55,11,0.101661,yG4
55,12,-0.468114,yG4
55,13,-0.0978018,yG4
55,14,-0.116679,yG4
55,15,-0.180236,yG4
55,16,-0.0711856,yG4
55,17,0.195823,yG4
55,18,-0.177594,yG4
55,19,0.353698,yG4
55,20,-0.340771,yG4
55,21,-0.314667,yG4
55,1,0.328408,yG5
55,2,0.678188,yG5
55,3,0.325263,yG5
55,4,0.392521,yG5
55,5,0.586419,yG5
55,6,0.0725515,yG5
55,7,0.250419,yG5
55,8,-0.136377,yG5
55,9,0.0850675,yG5
55,10,-0.172945,yG5
55,11,-0.101379,yG5
55,12,0.509083,yG5
55,13,-0.0260468,yG5
55,14,0.115063,yG5
55,15,-0.253744,yG5
55,16,0.0454592,yG5
55,17,-0.37044,yG5
55,18,-0.397779,yG5
55,19,-0.123386,yG5
55,20,-0.0463977,yG5
55,21,-0.0541947,yG5
56,0,2.99042,yAB
56,7,4.55955,yAB
56,21,4.40542,yAB
56,123,3.59686,yAB
56,180,3.11316,yAB
56,300,2.06144,yAB
56,1,0.671752,yG1
56,2,0.240753,yG1
56,3,0.214712,yG1
56,4,-0.0440706,yG1
56,5,0.149234,yG1
56,6,-0.187849,yG1
56,7,0.267816,yG1
56,8,0.0067643,yG1
56,9,0.226194,yG1
56,10,0.195374,yG1
56,11,0.0192664,yG1
56,12,-0.0840739,yG1
56,13,-0.118655,yG1
56,14,-0.0376513,yG1
56,15,0.181365,yG1
56,16,0.382452,yG1
56,17,0.148773,yG1
56,18,-0.134005,yG1
56,19,0.11669,yG1
56,20,-0.306297,yG1
56,21,0.160901,yG1
56,1,0.0657509,yG2
56,2,-0.0633316,yG2
56,3,-0.0447988,yG2
56,4,0.105206,yG2
56,5,0.11391,yG2
56,6,-0.0858704,yG2
56,7,0.233596,yG2
56,8,0.516095,yG2
56,9,0.141934,yG2
56,10,-0.0977719,yG2
56,11,-0.35645,yG2
56,12,-0.115555,yG2
56,13,-0.28592,yG2
56,14,-0.15335,yG2
56,15,-0.10586,yG2
56,16,-0.0270998,yG2
56,17,-0.586284,yG2
56,18,0.214288,yG2
56,19,0.0693375,yG2
56,20,0.0101422,yG2
56,21,0.182222,yG2
56,1,0.526492,yG3
56,2,-0.0474716,yG3
56,3,0.323895,yG3
56,4,0.0142173,yG3
56,5,-0.0366292,yG3
56,6,-0.299422,yG3
56,7,-0.142796,yG3
56,8,-0.322914,yG3
56,9,-0.101099,yG3
56,10,0.0382467,yG3
56,11,-0.722978,yG3
56,12,1.04285,yG3
56,13,-0.214522,yG3
56,14,-0.496931,yG3
56,15,0.0675469,yG3
56,16,0.16561,yG3
56,17,0.0861998,yG3
56,18,0.218682,yG3
56,19,0.101024,yG3
56,20,-0.591769,yG3
56,21,-0.089841,yG3
56,1,0.261688,yG4
56,2,0.255348,yG4
56,3,0.534202,yG4
56,4,-0.0630469,yG4
56,5,0.0233797,yG4
56,6,0.0636036,yG4
56,7,0.0956886,yG4
56,8,-0.204234,yG4
56,9,-0.098347,yG4
56,10,0.170939,yG4
56,11,0.854334,yG4
56,12,0.0143359,yG4
56,13,0.184384,yG4
56,14,0.00636369,yG4
56,15,0.062617,yG4
56,16,-0.0908706,yG4
56,17,-0.528262,yG4
56,18,-0.36219,yG4
56,19,-0.447059,yG4
56,20,0.220042,yG4
56,21,-0.386415,yG4
56,1,0.272077,yG5
56,2,0.0195055,yG5
56,3,0.127447,yG5
56,4,0.100619,yG5
56,5,-0.258894,yG5
56,6,0.229565,yG5
56,7,0.408243,yG5
56,8,0.361963,yG5
56,9,-0.0233921,yG5
56,10,0.284467,yG5
56,11,-0.159472,yG5
56,12,0.0359136,yG5
56,13,-0.199336,yG5
56,14,-0.603877,yG5
56,15,0.522982,yG5
56,16,-0.339555,yG5
56,17,-0.317549,yG5
56,18,-0.111972,yG5
56,19,0.115355,yG5
56,20,-0.14862,yG5
56,21,0.426122,yG5
57,0,3.04262,yAB
57,7,3.86857,yAB
57,21,3.76002,yAB
57,123,2.49939,yAB
57,180,1.81297,yAB
57,300,0.138875,yAB
57,1,-0.047806,yG1
57,2,0.0690711,yG1
57,3,0.0574079,yG1
57,4,-0.157666,yG1
57,5,0.135731,yG1
57,6,0.331868,yG1
57,7,0.459931,yG1
57,8,0.0601497,yG1
57,9,0.380985,yG1
57,10,-0.270716,yG1
57,11,0.0594621,yG1
57,12,0.207296,yG1
57,13,0.0709108,yG1
57,14,-0.378991,yG1
57,15,-0.462841,yG1
57,16,0.0397653,yG1
57,17,-0.0942274,yG1
57,18,-0.122852,yG1
57,19,-0.323423,yG1
57,20,-0.0352486,yG1
57,21,0.356532,yG1
57,1,-0.412926,yG2
57,2,0.0132221,yG2
57,3,0.377291,yG2
57,4,-0.144549,yG2
57,5,0.213494,yG2
57,6,-0.0181985,yG2
57,7,0.610223,yG2
57,8,-0.0557359,yG2
57,9,-0.117081,yG2
57,10,-0.145542,yG2
57,11,0.310578,yG2
57,12,0.118222,yG2
57,13,0.248889,yG2
57,14,0.418933,yG2
57,15,-0.0870665,yG2
57,16,0.481454,yG2
57,17,0.209758,yG2
57,18,-0.371594,yG2
57,19,-0.0376024,yG2
57,20,-0.466126,yG2
57,21,-0.133377,yG2
57,1,-0.154587,yG3
57,2,-0.012139,yG3
57,3,0.0591704,yG3
57,4,-0.173772,yG3
57,5,0.185597,yG3
57,6,-0.449884,yG3
57,7,0.187422,yG3
57,8,-0.0927388,yG3
57,9,-0.832078,yG3
57,10,-0.242656,yG3
57,11,0.492052,yG3
57,12,-0.296373,yG3
57,13,-0.214774,yG3
57,14,-0.318152,yG3
57,15,-0.360227,yG3
57,16,0.0258808,yG3
57,17,-0.143469,yG3
57,18,-0.82458,yG3
57,19,0.481711,yG3
57,20,-0.217117,yG3
57,21,0.0121687,yG3
57,1,0.101967,yG4
57,2,0.332456,yG4
57,3,-0.0868606,yG4
57,4,0.603916,yG4
57,5,-1.05462,yG4
57,6,-0.214848,yG4
57,7,0.257331,yG4
57,8,-0.382123,yG4
57,9,0.136588,yG4
57,10,0.110811,yG4
57,11,-0.104627,yG4
57,12,0.651843,yG4
57,13,-0.344204,yG4
57,14,0.15025,yG4
57,15,-0.0671432,yG4
57,16,-0.433442,yG4
57,17,-0.151553,yG4
57,18,0.596446,yG4
57,19,0.143853,yG4
57,20,0.545768,yG4
57,21,-0.120423,yG4
57,1,0.188396,yG5
57,2,-0.472414,yG5
57,3,-0.12538,yG5
57,4,0.346666,yG5
57,5,-0.35952,yG5
57,6,0.333004,yG5
57,7,0.0711207,yG5
57,8,0.0461349,yG5
57,9,0.630223,yG5
57,10,0.357448,yG5
57,11,0.156573,yG5
57,12,0.0250694,yG5
57,13,0.237592,yG5
57,14,0.172701,yG5
57,15,-0.328758,yG5
57,16,0.255053,yG5
57,17,-0.187792,yG5
57,18,-0.234622,yG5
57,19,-0.379824,yG5
57,20,0.137249,yG5
57,21,-0.249571,yG5
58,0,3.07761,yAB
58,7,4.03005,yAB
58,21,3.95105,yAB
58,123,1.35263,yAB
58,180,-0.0132746,yAB
58,300,-2.85127,yAB
58,1,0.808058,yG1
58,2,0.187477,yG1
58,3,0.0405227,yG1
58,4,-0.140362,yG1
58,5,0.215721,yG1
58,6,-0.0367456,yG1
58,7,0.353786,yG1
58,8,0.169774,yG1
58,9,-0.0673745,yG1
58,10,-0.0739422,yG1
58,11,-0.255983,yG1
58,12,0.349057,yG1
58,13,-0.108848,yG1
58,14,-0.599358,yG1
58,15,-0.0482901,yG1
58,16,0.332301,yG1
58,17,-0.0789009,yG1
58,18,-0.385103,yG1
58,19,0.0558296,yG1
58,20,-0.108406,yG1
58,21,0.0837018,yG1
58,1,-0.440139,yG2
58,2,0.0524333,yG2
58,3,0.336052,yG2
58,4,0.0175929,yG2
58,5,0.57382,yG2
58,6,0.522799,yG2
58,7,-0.221736,yG2
58,8,0.454258,yG2
58,9,0.293915,yG2
58,10,0.328493,yG2
58,11,-0.225952,yG2
58,12,-0.300623,yG2
58,13,0.236133,yG2
58,14,-0.147733,yG2
58,15,0.844626,yG2
58,16,0.47881,yG2
58,17,0.25733,yG2
58,18,-0.0748117,yG2
58,19,-0.682385,yG2
58,20,0.0740313,yG2
58,21,0.207136,yG2
58,1,-0.512848,yG3
58,2,-0.116056,yG3
58,3,0.416462,yG3
58,4,-0.226758,yG3
58,5,0.0850777,yG3
58,6,1.09946,yG3
58,7,-0.268689,yG3
58,8,-0.174094,yG3
58,9,-0.202664,yG3
58,10,-0.327539,yG3
58,11,0.539425,yG3
58,12,0.436902,yG3
58,13,0.352806,yG3
58,14,-0.057797,yG3
58,15,0.575972,yG3
58,16,0.239387,yG3
58,17,-0.266682,yG3
58,18,-0.0842905,yG3
58,19,0.338963,yG3
58,20,-0.834716,yG3
58,21,0.128902,yG3
58,1,-0.126354,yG4
58,2,0.662325,yG4
58,3,0.119118,yG4
58,4,-0.63115,yG4
58,5,-0.43522,yG4
58,6,-0.229167,yG4
58,7,-0.615693,yG4
58,8,0.0838577,yG4
58,9,0.62597,yG4
58,10,-0.452027,yG4
58,11,-0.154092,yG4
58,12,-0.184883,yG4
58,13,-0.122061,yG4
58,14,-0.367896,yG4
58,15,0.0928523,yG4
58,16,0.126119,yG4
58,17,0.262016,yG4
58,18,-0.112439,yG4
58,19,0.0223789,yG4
58,20,0.121172,yG4
58,21,-0.320075,yG4
58,1,0.332536,yG5
58,2,-0.348563,yG5
58,3,-0.12748,yG5
58,4,0.125115,yG5
58,5,-0.112795,yG5
58,6,0.360541,yG5
58,7,-0.259599,yG5
58,8,0.244931,yG5
58,9,0.0977013,yG5
58,10,0.400028,yG5
58,11,0.265683,yG5
58,12,0.165332,yG5
58,13,0.106793,yG5
58,14,-0.1076,yG5
58,15,0.207429,yG5
58,16,0.482046,yG5
58,17,0.393677,yG5
58,18,0.114411,yG5
58,19,-0.514518,yG5
58,20,0.216301,yG5
58,21,0.113352,yG5
59,0,2.8189,yAB
59,7,4.03818,yAB
59,21,4.00559,yAB
59,123,2.65924,yAB
59,180,1.84023,yAB
59,300,0.595294,yAB
59,1,0.177138,yG1
59,2,0.291285,yG1
59,3,0.539945,yG1
59,4,0.713404,yG1
59,5,0.103701,yG1
59,6,-0.0686263,yG1
